,question,link,answer
0,"

I am starting to use Omnet++ with veins for VANET simulations, but at the end of the tutorial (http://veins.car2x.org/tutorial/), where it says to go into the IDE and click ""Run As > OMNeT++ simulation"", 

an error occured : 


Cannot evaluate parameter 'headerLength': (omnetpp::cDoubleParImpl)headerLength: Cannot cast from type double to integer - in module (Mac1609_4) RSUEXAMPLESCENARIO.rsu[0].nic.mac1609_4 (id=12), during network initialization.


Ok, it crash trying to cast int from double, but i don't know where and i can't fix that! 

Thanks for answers
",https://stackoverflow.com/questions/50366328/error-in-veins-tutorial-simulation,"
This has already been answered here : Error while running example of the veins in the last step of the installation

It was fixed in this commit. You can downgrade omnet++ as @Christoph Sommer suggested or you can try this workaround if you wanna stick to the last version.
It should work since I had the same exact problem (using a recent version of omnet++).

Best regards.
"
0,"

I am working on a Django project using React for some aspects and seeing that I have licenses for both WebStorm and PyCharm, I would like to use both. 

If I open them simultaneously, they keep having to reload the project. More specifically every time one of the IDEs receives focus, it prompts me to reload the project iff, the other IDE received focus since the last window switch. 
I suspect this is because they are using the same folder (i.e. {project_root}/.idea) to store there cache/shelved changes etc.

Were can I change the setting, where these infos are stored in order to allow both IDEs to function alongside each other?
",https://stackoverflow.com/questions/53592343/how-do-i-use-pycharm-and-webstorm-in-the-same-project-simultaneously,"
Idea-based IDEs (WebStorm, PyCharm, PHPStorm, IDEA, etc) have the same project format (.idea) but different settings/module types that aren't always compatible, plus each IDE needs to write its stuff to project files (for example, .idea/workspace.xml is updated each time you open editor tab, etc., as information about recently opened files, cursor positions, etc. is stored there), so having the project opened in 2 IDEs at the same time will cause such issues.
If you like to work on the same sources in different IDEs, I'd suggest sharing the sources folder(s) but keeping the .idea folders separated: just create a new empty WebStorm project in preferred WebStorm-specific location and add your shared sources root as additional content root to it in Settings | Directories, Add Content root. Same thing should be done for PyCharm. As a result, you will have IDE-specific .idea folders and shared sources
"
0,"

I have a problem with Android Studio, the content of each text in the editor is illegible, even line numbers.

Everything happened after a push to a repository. When loading the project in Android Studio.

[![Illegible Text Image][1]][1]: https://i.stack.imgur.com/EoJh9.png


OS: Windows 10.
Android Studio 3.2.1 
No matter what file or project I open, everything looks the same
Files looks good in any other editor
IDE language is fine, only editor gets corrupted
When copying any text from the editor to the clipboard, the text is pasted well elsewhere.

",https://stackoverflow.com/questions/54084091/unreadable-code-in-android-studio-projects,"
Just go to File > Settings > Editor > Font and Change the font to any of the readable ones

Font Settings
"
0,"

I am currently coding up my own website (basically a personal blog) w/ HTML5 and CSS3. However, the growing number of .html files (blog posts and other stuff) quickly raised a problem: say if I want to change something in my page header / footer (which I want to keep the same across the entire site), I would have to edit every .html file to get this done. Is there anyway that this process can be simplified to a one-time action? Mostly, I write html files in Brackets. Thanks in advance!
",https://stackoverflow.com/questions/50791030/html-headers-and-footers-edit-multiple-files-from-one-place,"
Why not save the files as .php, create another file for the header and footer, and include the header and footer ( <?php include 'header.php'; ?> ) files from each of the main files?
"
0,"

I was recently reading a java class where the person had created methods via IDE shortcut( extract method shortcut ). All methods had a return type of void and what was supposed to be return type was passed as input parameter for the method. Below is an example of what i'm referring to.

public void multiply(Integer first, Integer second, Integer result){
 result = first * second;
}


I was wondering if the above is a good way of doing things. I personally do not like the above way of creating methods. I think the method should have been like below. 

public Integer multiply(Integer first, Integer second, Integer result){
 return first * second;
}


But in IntelliJ/Eclipse when we do extract method mostly creates method like above.

Can someone please let me know why IDE's usually create void method when we use the extract method shortcut and is the 1st style of method definition a good practice at all?
",https://stackoverflow.com/questions/52974248/reason-for-java-ide-generating-methods-with-void-return-type-when-extract-method,"
If the method being called isn't being assigned to a variable, Eclipse has no way to know what the return value is supposed to be.

Presumably, the original code looked something like this:

 public static void main(String args[]){
 Integer result = 0;
 multiply(1,3,result);
 }


There's no way for Eclipse to divine that multiply is supposed to return anything, so it defaults to void. If you want to infer return values, have it be assigned to a variable like so:

 public static void main(String args[]){
 Integer result = 0;
 result = multiply(1,3,result);
 }

"
0,"

I was looking for linter and hinter for VueJS. Also i am using tyepsript everywhere so js-hint and linter-jscs won't be useful.
I currently have these:


language-vue
atom-beautify
emmet
linter
linter-ui-default


The features i need: 


Variable declaration errors
Semi colon warnings
Jump to variable description
If possible Bootstrap-Vue tag completion
Basic snippets

",https://stackoverflow.com/questions/50329767/vuejs-setup-for-atom,"
Basic snippets


https://atom.io/packages/vuejs2-snippets


Linter


https://atom.io/packages/linter-eslint (you should install eslint-plugin-vue in your project)

............................................................
To enable Emmet with Vue language on Atom


Go to keymap.cson on your atom editor (Atom item menu on top)
Copy and paste this code

'atom-text-editor[data-grammar~=""vue""]:not([mini])':
'tab': 'emmet:expand-abbreviation-with-tab'


"
0,"

When I create a Run Configuration for a project, pycharm will remember it as long as this project is opened in my IDE, or when I open it via the 'welcome to pycharm' window.

However, when I close my project and reopen it, I can’t find the config I saved before. Is there a way to find it again? Is it not saved in the .idea folder? (I'm running pycharm on mac os)
",https://stackoverflow.com/questions/54055276/pycharm-configurations-lost-after-closing-project,"
As @Eskapp said, run configurations are saved on per-project basis. If you want to share them between projects, please look at this topic: https://intellij-support.jetbrains.com/hc/en-us/community/posts/206600965-Export-Import-Run-Configurations-
"
0,"

I am using PhpStorm for working on Laravel projects. However, the mouse gets stuck in text highlight mode and right click does not work on the IDE.
Closing the IDE and restarting does not help solve the issue. I have tried to look for an answer online without success.
",https://stackoverflow.com/questions/50772484/phpstorm-ide-cursor-gets-stuck-in-text-select-highlight-mode-in-ubuntu-18-lts,"
For those struggling like me, I got a workaround.

I went to my Ubuntu OS ""Settings""
""Mouse & Settings"" option
Then ""Mouse and TouchPad""
Disabled the touchpad by toggling the ""ON/OFF"" switch
Re-enabled the touchpad again by toggling the same ""ON/OFF"" switch

When I went back to my IDE, behold, it works. My trackpad is no longer stuck in highlight mode.
Disclaimer: I have a touch-sensitive screen and that's how I was able to re-enable the touchpad again. I don't know how one would do this without another input source.
............................................................
This was a big help for me, thanks!
Just to be clear, enabling/disabling the touchpad is in Ubuntu settings, not in PHPStorm settings.
"
0,"

Suddenly some weird symbol is displayed on top of my class file in eclipse and no suggestions are working in that class file.

Symbol displayed on top of the java file --> {}

Please find the below image for more details



Arrow marked in the RED is the file which is acting weird
Arrow marked in yellowdoes not have the symbol and it is working as expected 
",https://stackoverflow.com/questions/52967050/weird-symbol-is-shown-up-in-the-eclipse-for-java-file,"
You get weird symbols there when your java file is not a part of src folder package. You need to keep all your java files under source folder. or if this folder needs to be added as a src type, then do the same under project properties.
"
0,"

I opened my Studio today and Android Studio didn't recognize Kotlin files. .kt files started showing up as just an ordinary file. I checked my Plugins and I still have the Kotlin plugin. I tried uninstalling and installing it again. But no use.

I tried building my building my project from Terminal and it works fine. But Android studio doesn't understand Kotlin files.



Configuration:

Android Studio 3.1

Kotlin 1.2.41

OS: MacOS Sierra
",https://stackoverflow.com/questions/50291264/kt-files-not-recognized-in-android-studio,"
Go to Library/Preferences and delete the AndroidStudio3.1 folder. This is the config directory for my Android Studio.

Once deleted, I started Studio again, and the config was created fresh. Now everything worked perfectly.
............................................................
Update Kotlin plugin:
Go to

menu
preferences
plugins
find Kotlin plugin
update

............................................................
I got this problem too, after upgrading my Android Studio from 3.1.4 to 3.2.1 

And I have followed @Evgenii Vorobei step, found no ""Update"" button available just install and uninstall.

So I go to the root project build.gradle file update the kotlin_version from 1.3.11 to 1.3.21, sync project then restart Android studio

This is work for me



Update:

You also can update the plugin with Tools > Kotlin > Configure kotlin plugin update


............................................................
I already had kotlin configured and could see the files in the ""Project"" view but could not see them in the ""Android"" view.When in ""Android"" mode, if you can see the File->new->Kotlin File/Class in the File Menu, create a new Kotlin file.When I did this, the new file appeared in the menu along with the other file I had copied in place.
............................................................
I also had the similar issue, but in my case it was due to misc.xml file.
Android studio had added below line in misc.xml file
<component name=""ProjectPlainTextFileTypeManager"">
<file url=""paht_to_file_not_being_recognized"" />
</component>

after removing this line, everything worked perfectly. If you refactor -> rename file but then also the issue persist, this can be a possible reason.
"
0,"

I get that Canopy ""is its own ecosystem"" as my friend told me (when he explained to me that I didn't have Python on my computer and that's why my command line instructions weren't doing anything). Could this be the reason that it takes longer to load than Eclipse, which (I guess) I downloaded separately from Java? Or is it some other reason?
",https://stackoverflow.com/questions/53549688/why-does-eclipse-load-faster-than-canopy,"
Good question! Fast loading was not a design goal of Canopy. Most Canopy users leave it open for many hours at a time, so load time (while always nice, of course!) was not as high a priority as having it include a robust scientific Python distribution. The technical reason why it loads slowly (especially when the OS's cache is ""cold"") is that it opens and interprets many tens of Python modules, some quite complex. Unlike C, Python is usually not compiled, so the startup time of Python programs is typically slower, though when important, there are ways to counteract that.
"
0,"

I have a parent class P with subclasses A and B.

I would like to find all usages of a method f of A.

So either p.f() or a.f() but not b.f(), because an instance B b cannot call A.f.

I know I can find


Calls directly to A.f. This misses:

P p = new A();
p.f();

Calls to P.f and any override. This has too many false positives.


I know there are always going to be false positives using only compile-time information, but there could be fewer.
",https://stackoverflow.com/questions/53186563/intellij-idea-find-usages-of-overriding-method-without-finding-sibling-methods,"
You could use Structural Search (Edit | Find | Search Structurally...) for this. Use a query like:

$x$.f()


with expression type filter A|P. This will find all calls to f() on expressions of a type of either A or P. If you have any more classes in the hierarchy between A and P, you will need to add these to the expression type filter also.
............................................................
Now it's possible to search usages in more depth. Just hit Ctrl+Shift+Alt+F7 instead of Alt+F7 and check what you want to search for. In your case, uncheck 'Search for base method usages'.
For more information check out the official site: https://www.jetbrains.com/help/idea/find-usages-method-options.html
"
0,"

I know how to jump to the next and previous error (F2, see SO Link, jetbrains.com), but is there a way to easily jump between suggestions?

If possible, I would really love to have a keyboard shortcut for this, as I am currently learning Kotlin and IntelliJ often has nice suggestions on how to improve the code.
If there is no keyboard shortcut to jump between suggestions, is there at least any other way?

With suggestion I mean things like the following (Ignore the ""nonsense code"")):


",https://stackoverflow.com/questions/51893767/intellij-keyboard-shortcut-to-jump-to-next-previous-suggestion,"
F2 also works to navigate between warnings. If there are errors in the file, it will jump to the next error. If not, it will jump to the next warning.
............................................................
Adding to yole's answer: if you want to jump backwards you can use Shift + F2 instead.

Additionally you can alter the severity of each inspection (or inspection group) using the settings menu File | Settings | Editor | Inspections or directly using the intention action context menu (ALT + ENTER or similar) when dealing with a highlighted element (be it warning, error, information, etc.).

Note that some inspections are not enabled by default and many allow customization to your needs (e.g. class naming conventions, etc.).

I did once increase the severity of all the inspections and switch them back one by one as needed or even turned many off (or switched them to ""weak warnings""), just to easily jump back and forth between them. I can't recommend that approach anymore ;-) (too many highlightings then... but it may help to find out about inspections you consider more helpful).
"
0,"

I am looking for an environment where pygobject can autocomplete.
Is it possible with VSCode or one of the IDEs?

While constructing the environment with MSYS2 while looking at the following.
https://pygobject.readthedocs.io/en/latest/getting_started.html

I tried using VSCode.
However, I found that autocomplete can not be used for the following reasons.
https://github.com/Microsoft/vscode-python/issues/582

I want to develop it with VSCode.
Or want to develop with either IDE.

I look forward to your reply.
",https://stackoverflow.com/questions/52295072/autocomplete-development-environment-of-pygobject-in-windows10,"
I haven't tried it myself yet, but I found instruction for doing this with Wing.

In short, it says to use a tool called fakegir, which


is a tool to build a fake Python package of PyGObject modules...


The fakegir page also has instructions for integration with VS Code (which I haven't tried either).

Unfortunately, fakegir seems to assume a *nix file structure, but hopefully it will work on Windows with adjustments to the default paths.
"
0,"

Is there a way to debug a piece of code in PyCharm in parts. For example in the following code, 

foo1()
foo2()
foo3()


foo1() takes a long time to execute. Since I need to debug foo2(), I want to start my debugger from foo2() but with the results of foo1() being available. How can I achieve this? Is there a standard name for this debugging technique? 

I recall MATLAB having a feature of dividing your scripts into cells which can then be executed and debugged independently. I guess I'm looking for a similar sort of feature in PyCharm if it exists.
",https://stackoverflow.com/questions/51417126/debugging-in-parts-using-pycharm,"
PyCharm has its own Python Interactive Mode, Python Console, that allows you to run & debug python code in cells (as is done in iPython notebooks, with added debugging functionalities)

Press Ctrl + Shift + a, type Python Console, then press Enter.
"
0,"

I'm new to VSCode (Visual Studio Code) and I'm coming from WebStorm.

When I used WebStorm I was able to use Command + ` to swap instances of WebStorm windows. This behavior is also found in Chrome when you use that shortcut to switch between Chrome windows.

Is there a way to do this on VSCode?
",https://stackoverflow.com/questions/52284458/there-a-way-to-swapping-instances-of-only-the-application-vscode,"
Two options using VS Code:


The workbench.action.switchWindow keybinding to select the window to switch to. It is bound to ctrlw by default
The workbench.action.quickSwitchWindow command. Unlike workbench.action.switchWindow, it automatically switches windows when you release the keys. It is not bound by default but you can configure a keybinding for it.


The OS may also provide this:


Mac: cmd`
Windows

"
0,"

When I look at a Sass/ SCSS file in my project, it has a sea of 'orange' errors due to not recognising that the Sass statement in question depends on mix-ins/ variables declared in a separate partial file.

What should I be doing to get the IDE to recognise that such variables and mix-ins are declared in another partial file?

e.g.

_variables.scss
_mixins.scss
_partial1.scss<-- lots of warnings in here 
_partial2.scss<-- lots of warnings in here too
main.scss <-- @imports _variables, _mixins and _partial files.


Example tooltip from error:


",https://stackoverflow.com/questions/51879814/sass-linting-in-jetbrains-ides-idea-phpstorm-webstorm-etc,"
What errors can you see - 'unresolved' or 'resolved by name only'?
PhpStorm/IDEA use the following approach for elements resolving in SASS:


If element can be resolved to declaration from current file or from explicitly imported files, then it is just resolved
If element was not resolved after the first step (declaration is not found in current file/files explicitly imported into current file) then the IDE tries to resolve it just by name no matter which file it's declared in ('global' elements). Resolved element is marked by weak-warning inspection 'Resolved by name only', as the IDE can't know if this element is 'global' or just not imported by mistake. You can disable this inspection if you don't like to see these warnings.
If element still not resolved it is marked with warning 'Unresolved something'.

............................................................
There is 2 ways:


To be correct from PHPStorm point of view you need to import all dependencies for each particular file directly into it (as we do, for example, in JavaScript modules). This way, however, will result into CSS code bloating because in a case if your import will contain CSS code - it will be duplicated and it will not be solvable even by minifiers
To get rid of these errors you can just disable this particular inspection. Personally I prefer this way since ""Resolved only by name"" inspection is specific to SASS/SCSS and will not break similar inspections for other types of files.

"
0,"

I want to copy HTTP request's headers from Chrome to either of my Python editors (I am using Geany and Spider).

In the editor, I want to treat the pasted text as a single string, so I am putting ' around it like this:

'Accept:*/*
Accept-Encoding:gzip, deflate, br
Accept-Language:en-US,en;q=0.9
Connection:keep-alive
Cookie:CONSENT=YES+CH.de+V8; OGPC=19005936-2:19006965-1:19007018-1:; NID=134=DFX2Tsq7MTc9I99-OddiI1DXBW6KXfRgekXqACfJ62eFx6NlrwId4zoqrnZRqgO2GSrAgCtHM8Zt4v7rc56m6uNFhpDQZw2XOOM-6bEue2Kc9fA2POhFl6OdmnMattj8tadWOkd0IEH7KlYg1DRLURSQAqth-zVuVAxgzG9BuUna05kmjAhgcALy18_Mox7gyrhsOeiZ5ridT86ztpXMtA; DV=Qxe7uN9gVY0RECjFbPp1FKB3_LLEShY; 1P_JAR=2018-7-18-7
Host:www.google.ch
Referer:https://www.google.ch/
User-Agent:Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.119 Safari/537.36
X-Client-Data:CJG2yQEIorbJAQjBtskBCKmdygEIqKPKAQ=='


This however results in SyntaxError: EOL while scanning string literal on the first line.

Is this because of spaces or newline characters?

It works if I manually put everything into one line, but is there any way to avoid this manual work?
",https://stackoverflow.com/questions/51396232/how-to-convert-large-text-pasted-from-clipboard-into-a-single-string,"

Is this because of spaces or newline characters?


Yes, using single ' or double "" quotes in python doesn't let you write a string longer than one line. If you want to write a multiline string, use triple-quotes:

'''Accept:*/*
Accept-Encoding:gzip, deflate, br
Accept-Language:en-US,en;q=0.9
Connection:keep-alive
...'''




Alternatively you can use string concatenation methods. But then you'll have to write the linebreaks explicitly (which makes this method inferior if you plan to copy-paste):

request = (
'Accept:*/*\n'
'Accept-Encoding:gzip, deflate, br\n'
'Accept-Language:en-US,en;q=0.9\n'
'Connection:keep-alive\n'
...
)

"
0,"

I want to create tmTheme file with existing json file to integrate my theme to IDE. How can I do this? Is there any tool to generate tmTheme file with json settings?
",https://stackoverflow.com/questions/52243768/how-can-i-create-tmtheme-file-with-existing-json-file,"
I found the solution.

https://github.com/JetBrains/colorSchemeTool

Here is a tool which allows to build tmTheme file with json file.


Put the file to vscThemes folder 
Run convert.sh


After that tmTheme file will be published into tmThemes folder.
............................................................
Yes, there is a npm module to do that. 

https://www.npmjs.com/package/tmtheme-to-json
"
0,"

Is there a plugin for Hyperapp support in WebStorm or a way to set up intellisense to not flash with errors?

Currently, the editor sees components as React components, which is close but not ideal.

Update:

Similar to Preact, Hyperapp uses e.g. class instead of className.

Screenshot with JS version set to ES6:



Screenshot with JS version set to React JSX:


",https://stackoverflow.com/questions/51871963/hyperapp-code-intellisence-in-webstorm,"
To disable the warning about the class attribute, place the caret on it, press Alt-Enter and select Add 'class' to custom attributes.
............................................................
My solution (albeit unplanned) at the end was to switch from javascript to typescript. By converting the solution to typescript error disappeared from IDE.
Hyperapp has support for typing so that works nicely with TSLINT and intellisense.

Important compiler option parameters to make it work:

""jsx"": ""react"",
""jsxFactory"": ""h"",

"
0,"

Ruby isn't a statically-typed language, so it isn't really possible for a code completion engine to know exactly what type any function will return.

However, sometimes the programmer knows. Take the code below, which uses metaprogramming to 'confuse' code completion:

class Example
define_method :foo do
2 + 2
end

def bar
foo_result = foo
end
end


A static analyser doesn't know that foo exists, so it can't provide code completion for it. Even though foo will always be an Integer and we know that, I only get code completion for BasicObject.



Is there a way to tell a code completion engine which type I know something is going to be, so that I get better completion results, which is simply ignored by the interpreter?
",https://stackoverflow.com/questions/52210167/assert-type-for-code-completion-in-rubymine,"
Turns out this is partially possible using ""Annotations"" in the form of comments, which are documented at: https://www.jetbrains.com/help/ruby/using-annotations.html

You can add types to ambiguous methods or variables like this:

# @return [String]
def mystery_method
# @type [Integer]
foo = nil
end


It doesn't appear that you can create entirely new methods using this approach though, for example for metaprogramming-driven methods.
"
0,"

I was using a different IDE for running Python scripts, but I would like to switch over to Visual Studio. When I try testing simple scripts that work in the simple IDE, I can't figure out how to get my output to show correctly. I have tried running the debugger, pressing CTRL+F5, and pressing CTRL+F5 then CTRL+d, but all that happens is that a blank console pups up, and the cursor blinks actively.

I have run out of ways to rephrase this issue to get something helpful to show up in both Google search results and in StackOverflow. The main results I get are about antivirus software (thoroughly investigated, not the problem here) and articles about beginning Python in VS. How do I get my Python programs to show output correctly? And also am I using incorrect terminology? 

What happens when I hit Ctrl+F5
",https://stackoverflow.com/questions/51371706/running-python-in-visual-studio-2017-output-not-showing-correctly,"
Have you already gone through the Installation,Quickstarts and Tutorials here:

https://learn.microsoft.com/en-us/visualstudio/python/overview-of-python-tools-for-visual-studio

Make sure the simple hello_world.py file with one line works:

print(""Hello World"")


If you still have problems,it may be that Visual Studio does not realize you have Python installed (i.e. if python is not in your path variables).
"
0,"

PhpStorm has a nice little rearrange feature, but I can't seem to get it to work. 

I have a set of functions that my framework uses in every page. I want them to always be in the same order (and hopefully have 2 newlines between each one). For example:

class myClass {


function head() {}


function css() {}


function html() {}


function js() {}


}


I set up up my arrange tab under Settings > Editor > Code Style > PHP to look like this:



After doing this, clicking the Rearrange Code option still did nothing. I've also tried adding method to each one, like this:



It made no difference.

Is there a way to get PhpStorm to automatically rearrange functions in a user defined order (hopefully with 2 newlines in between each)?
",https://stackoverflow.com/questions/51853032/rearrange-common-functions-in-specific-order-with-phpstorm,"
You need to put the rules before the method - by modifiers (default) one. 

This way, your methods will always come first and then PHPStorm will order the rest like it usually does. If they're at the end, all of the methods will already have been consumed by the default rule, so the remaining rules won't matter.

Also, you need to specify method as you did in your second example.

Then, using Rearrange Code should do it (I've just tested it).
"
0,"

I am currently working on a big dataset (approximately a billion data points) and I have decided to use C++ over R in particular for convenience in memory allocation.
However, there does not seem to exist an equivalent to R Studio for C++ in order to ""store"" the data set and avoid to have to read the data every time I run the program, which is extremely time consuming...
What kind of techniques do C++ users use for big data in order to read the data ""once for all"" ?

Thanks for your help!
",https://stackoverflow.com/questions/50657034/c-environment-ide-to-avoid-multiple-reads-of-big-data-sets,"
If I understand what you are trying to achieve, i.e. load some data into memory once and use the same data (in memory) with multiple runs of your code, with possible modifications to that code, there is no such IDE, as IDE are not ment to store any data. 

What you can do is first load your data into some in-memory database and write your c++ program to read data from that database instead of reading it directly from data-source in C++.
............................................................

how avoid multiple reads of big data set.
What kind of techniques do C++ users use for big data in order to read
the data ""once for all"" ?


I do not know of any C++ tool with such capabilities, but I doubt that I have ever searched for one ... seems like something you might do.Keywords appear to be 'data frame' and 'statistical analysis' (and C++).



If you know the 'data set' format, and wish to process raw data no more than one time, you might consider using Posix shared memory. 

I can imagine that (a) the 'extremely time consuming' effort could (read and) transform the 'raw' data, and write into a 'data set' (a file) suitable for future efforts (i.e. 'once and for all'). 

Then (b) future efforts can 'simply' ""map"" the created 'data set' (a file) into the program's memory space, all ready for use with no (or at least much reduced) time consuming effort.

Expanding the memory map of your program is about using 'Posix' access to shared memory. (Ubuntu 17.10 has it, I have 'gently' used it in C++)Terminology includes, shm_open, mmap, munmap, shm_unlink, and a few others.

From 'man mmap':


mmap()createsanew mapping in the virtual address space of the
calling process.The starting address for
 the new mapping is specified in ...

............................................................

how avoid multiple reads of big data set. What kind of techniques do
C++ users use for big data in order to read the data ""once for all"" ?


I recently retried my hand at measuring std::thread context switch duration (on my Ubuntu 17.10, 64 bit desktop).My app captured <30 million entries over 10 seconds of measurement time.I also experimented with longer measurement times, and with larger captures. 

As part of debugging info capture, I decided to write intermediate results to a text file, for a review of what would be input to the analysis. 

The code spent only about 2.3 seconds to save this info to the capture text file.My original software would then proceed with analysis.

But this delay to get on with testing the analysis results (> 12 sec = 10 + 2.3) quickly became tedious.

I found the analysis effort otherwise challenging, and recognized I might save time by capturing intermediate data, and thus avoiding most (but not all) of the data measurement and capture effort.So the debug capture to intermediate file became a convenient split to the overall effort.

Part 2 of the split app reads the <30 million byte intermediate file in somewhat less 0.5 seconds, very much reducing the analysis development cycle (edit-compile-link-run-evaluate), which was was (usually) no longer burdened with the 12+ second measure and data gen.

While 28 M Bytes is not BIG data, I valued the time savings for my analysis code development effort.



FYI - My intermediate file contained a single letter for each 'thread entry into the critical section event'.With 10 threads, the letters were 'A', 'B', ... 'J'.(reminds me of dna encoding) 

For each thread, my analysis supported splitting counts per thread.Where vxWorks would 'balance' the threads blocked at a semaphore, Linux does NOT ... which was new to me.

Each thread ran a different number of times through the single critical section, but each thread got about 10% of the opportunities.

Technique: simple encoded text file with captured information ready to be analyzed.

Note:I was expecting to test piping the output of app part 1 into app part 2.Still could, I guess.WIP.
"
0,"

I am trying to create a python 3 IDE and text editor in python to learn more about tkinter. In it (because it is an IDE) I am attempting to run code entered by the user. The best way that I could find was to use exec(). This works, as show in the IDLE below:

>>> exec(input('PROMPT: '))
PROMPT: print('Hello World') #Entered in by user, this could be anything.
Hello World # <-- Output


Yet, the exec() function knows about its surroundings.

>>> important_variable = 'important value' #Say that this is important.
>>> exec(input('PROMPT: '))
PROMPT: important_variable = 'meaningless value' #In the IDE, user unknowingly re-assigns to a meaningless value
>>> important_variable #look at the value
'meaningless value' #Yes, the value was changed.


This is not what I want. I want no connection to the main program, other then values I put in. (for example, changing the sys.stdin, sys.stdout, and sys.stderr values to a tkinter GUI)

My idea was to use the extended use of the exec() function (brought to you be help()):

exec(source, globals=None, locals=None, /)
Execute the given source in the context of globals and locals.

The source may be a string representing one or more Python statements
or a code object as returned by compile().
The globals must be a dictionary and locals can be any mapping,
defaulting to the current globals and locals.
If only globals is given, locals defaults to it.


I tried to use a empty dict for globals, and I left locals blank. This seems to work at a first look.

>>> important_variable = 'important value'
>>> exec_globals = {} #create a black dict of globals
>>> exec(input('PROMPT: '), exec_globals) #pass in the blank dict
PROMPT: important_variable = 'meaningless value' #change to value?
>>> important_variable #look at the value
'important value' #value is kept!


However, the program the code was run by is seen in exceptions:

>>> exec_globals = {} #create a black dict of globals
>>> exec(input('PROMPT: '), exec_globals) #pass in the blank dict
PROMPT: THIS SHALL CAUSE A ERROR!
Traceback (most recent call last):
File ""<pyshell#288>"", line 1, in <module>
exec(input('PROMPT: '), exec_globals) # <-- YOU CAN SEE THE CODE
File ""<string>"", line 1
THIS SHALL CAUSE A ERROR!
 ^
SyntaxError: invalid syntax


How do I prevent this from happening and remove any connection to the program as seen from the code that is entered by the user. I would still like some control in the program however, like changing the values of sys.stdin, sys.stdout, and sys.stderr. Is exec(source, blank_dict) the way to go, or is there a better way to do it?
",https://stackoverflow.com/questions/52807698/run-exec-without-connection-to-the-main-program-in-python-3,"
After a lot of digging around, I found the answer to my question.

The answer is in the code module. As the python documentation on the code module states:


The code module provides facilities to implement read-eval-print loops in Python.


Basically tools to simulate code running. The function that the code module gives doesn't only just help with a read-eval-print loop, but it can also run code without a connection to the main program. Take this program called runcode.py for a example:

import code

important_variable = 'important value'

program = '\n'.join([
'for n in range(10):',
'print(n)',
'important_variable = None',
'def error(): raise Exception()',
'error()',
])

interpreter = code.InteractiveInterpreter()
interpreter.runsource(program, '<FAKE MEANINGLESS FILE NAME>', 'exec')

print()
print(important_variable)


Which outputs the following:

0
1
2
3
4
5
6
7
8
9
Traceback (most recent call last):
File ""<FAKE MEANINGLESS FILE NAME>"", line 5, in <module> #No connection!
File ""<FAKE MEANINGLESS FILE NAME>"", line 4, in error #No connection!
Exception

important value


If you are reading from a real file, replace '<FAKE MEANINGLESS FILE NAME>' with the absolute path to the file. This will give you a more advanced traceback (error message will include what was on the line)

The great thing is that this works with a setup and end scripts, like so:

import code

program = '\n'.join([
'for n in range(10):',
'print(n)',
'def error(): raise Exception()',
'error()',
])

interpreter = code.InteractiveInterpreter()

#Setup code. This could change sys.stdin, stdout, etc. and setup variables!
interpreter.runsource('setup_stuff = None', 'whatever name you want', 'exec')

#Run code
interpreter.runsource(program, '<FAKE MEANINGLESS FILE NAME>', 'exec')

#Process Code now that the program is done, this might get the values in local() or something like that.
interpreter.runsource(program, 'whatever name you want', 'exec')


And that's it!
"
