,id,question,link
0,question-summary-54838897,WebStorm 2018.3: project tool window colours?,/questions/54838897/webstorm-2018-3-project-tool-window-colours
0,question-summary-54365943,How can I configure Maven (command line) and the IDE to build in different folders?,/questions/54365943/how-can-i-configure-maven-command-line-and-the-ide-to-build-in-different-folde
0,question-summary-54353013,Change font-size of the values in Debug in Rider ide,/questions/54353013/change-font-size-of-the-values-in-debug-in-rider-ide
0,question-summary-53382133,Remove indentation from the left of code in JetBrains editor,/questions/53382133/remove-indentation-from-the-left-of-code-in-jetbrains-editor
0,question-summary-53375036,Adding declarations and definitions in the IDE for runtime components,/questions/53375036/adding-declarations-and-definitions-in-the-ide-for-runtime-components
0,question-summary-51002830,Input redirection with Java via windows command line,/questions/51002830/input-redirection-with-java-via-windows-command-line
0,question-summary-50986565,"Visual Studio ""Target framework"" missing",/questions/50986565/visual-studio-target-framework-missing
0,question-summary-52604739,IDLE python IDE launches differently when opened from start menu link than from actual folder,/questions/52604739/idle-python-ide-launches-differently-when-opened-from-start-menu-link-than-from
0,question-summary-52601544,How to establish connection between Java Program and Database without using IDE/ External Tools?,/questions/52601544/how-to-establish-connection-between-java-program-and-database-without-using-ide
0,question-summary-53098075,How to remove this error signs in my Eclipse IDE?,/questions/53098075/how-to-remove-this-error-signs-in-my-eclipse-ide
0,question-summary-53096677,Android Studio autocomplete wrap object in another object,/questions/53096677/android-studio-autocomplete-wrap-object-in-another-object
0,question-summary-52070654,Apache Spark: Infinite Loop when Running Job Remotely from IDE,/questions/52070654/apache-spark-infinite-loop-when-running-job-remotely-from-ide
0,question-summary-52060032,Which IDE settings are OK to checkin? [closed],/questions/52060032/which-ide-settings-are-ok-to-checkin
0,question-summary-50559358,"Non-code font looks thin, hard to read",/questions/50559358/non-code-font-looks-thin-hard-to-read
0,question-summary-51671664,Android studio custom language support,/questions/51671664/android-studio-custom-language-support
0,question-summary-53738665,Cannot execute the build command in Geany,/questions/53738665/cannot-execute-the-build-command-in-geany
0,question-summary-53703607,Visual studio change IDE color based on build configuration,/questions/53703607/visual-studio-change-ide-color-based-on-build-configuration
0,question-summary-54832679,recommendations for implementation of C++ template class in a separate file and IDE support,/questions/54832679/recommendations-for-implementation-of-c-template-class-in-a-separate-file-and
0,question-summary-54819913,"What does //# do in Java? In my IDE it turns pink, but I can't find it online anywhere",/questions/54819913/what-does-do-in-java-in-my-ide-it-turns-pink-but-i-cant-find-it-online-an
0,question-summary-54329606,STS- Add Server - Next Button is disabled when I try to add oracle weblogic server,/questions/54329606/sts-add-server-next-button-is-disabled-when-i-try-to-add-oracle-weblogic-serv
0,question-summary-54328893,"JetBrains, team projects, gitignore",/questions/54328893/jetbrains-team-projects-gitignore
0,question-summary-53372782,Windows Dark Title Bar in IntelliJ Idea?,/questions/53372782/windows-dark-title-bar-in-intellij-idea
0,question-summary-53371987,'Unresolved variable' about some variable used just one line above (PHPStorm 2018.2.5),/questions/53371987/unresolved-variable-about-some-variable-used-just-one-line-above-phpstorm-201
0,question-summary-50980390,how to pass a string as method parameter,/questions/50980390/how-to-pass-a-string-as-method-parameter
0,question-summary-50961044,Module Disappears from Project Explorer of IntelliJ,/questions/50961044/module-disappears-from-project-explorer-of-intellij
0,question-summary-52595458,How to see where in my code a function gets called in RStudio?,/questions/52595458/how-to-see-where-in-my-code-a-function-gets-called-in-rstudio
0,question-summary-52595314,Is there a way to auto generate boilerplate code for pojo mapping without hiding implementation in eclipse [duplicate],/questions/52595314/is-there-a-way-to-auto-generate-boilerplate-code-for-pojo-mapping-without-hiding
0,question-summary-53089773,Pycharm thinks I'm using python 3.5< but I'm using 3.7,/questions/53089773/pycharm-thinks-im-using-python-3-5-but-im-using-3-7
0,question-summary-53080589,Mbed OS exported project does not build on System Workbench,/questions/53080589/mbed-os-exported-project-does-not-build-on-system-workbench
0,question-summary-52048619,Can i use vscode instead of cloud9 for web developement,/questions/52048619/can-i-use-vscode-instead-of-cloud9-for-web-developement
0,question-summary-52024578,How can I write to multiple lines simultaneously in Geany?,/questions/52024578/how-can-i-write-to-multiple-lines-simultaneously-in-geany
0,question-summary-50537424,Remote git branches not showing up in IDE,/questions/50537424/remote-git-branches-not-showing-up-in-ide
0,question-summary-50520307,"Is it possible to remove the Visual Studio IDE, but keep the build tools?",/questions/50520307/is-it-possible-to-remove-the-visual-studio-ide-but-keep-the-build-tools
0,question-summary-51646473,Android Studio IDE is not starting,/questions/51646473/android-studio-ide-is-not-starting
0,question-summary-51643156,Is there any difference between Assets -> Create Sprite and GameObject -> Create 2D Sprite Object,/questions/51643156/is-there-any-difference-between-assets-create-sprite-and-gameobject-create
0,question-summary-53701624,Is there a way to add a file to all Xcode target without manually selecting all target or using a plugin,/questions/53701624/is-there-a-way-to-add-a-file-to-all-xcode-target-without-manually-selecting-all
0,question-summary-53696924,Find out a file name when you are in presentation mode JetBrains,/questions/53696924/find-out-a-file-name-when-you-are-in-presentation-mode-jetbrains
0,question-summary-54817789,IDE for picoblaze with KCPSM3 instruction set,/questions/54817789/ide-for-picoblaze-with-kcpsm3-instruction-set
0,question-summary-54780407,While debugging how does an IDE identifies the code sequence. Can the entire workflow be viewed pictorially like class diagram?,/questions/54780407/while-debugging-how-does-an-ide-identifies-the-code-sequence-can-the-entire-wor
0,question-summary-54327773,Efficient method of writing C++ code in Windows IDE and compiling in Linux terminal?,/questions/54327773/efficient-method-of-writing-c-code-in-windows-ide-and-compiling-in-linux-termi
0,question-summary-54281806,Is there are an option to fold my code in Rider?,/questions/54281806/is-there-are-an-option-to-fold-my-code-in-rider
0,question-summary-53354766,Javadoc editor with UI,/questions/53354766/javadoc-editor-with-ui
0,question-summary-53345203,Unable create tc server instance on sts 4,/questions/53345203/unable-create-tc-server-instance-on-sts-4
0,question-summary-50957098,How to retrieve data from Python IDLE manually,/questions/50957098/how-to-retrieve-data-from-python-idle-manually
0,question-summary-50954874,How to get the autocomplition working correctly for inherited methods in PhpStorm?,/questions/50954874/how-to-get-the-autocomplition-working-correctly-for-inherited-methods-in-phpstor
0,question-summary-52590558,"Is there a way to find files without match in the ""find in path"" menu in IntelliJ?",/questions/52590558/is-there-a-way-to-find-files-without-match-in-the-find-in-path-menu-in-intelli
0,question-summary-52574589,How do I configure Android Studio to show hints?,/questions/52574589/how-do-i-configure-android-studio-to-show-hints
0,question-summary-53077642,"Android studio Logcat showing an error message ""null' and after that stopped working",/questions/53077642/android-studio-logcat-showing-an-error-message-null-and-after-that-stopped-wor
0,question-summary-53070120,referencing another project in eclipse,/questions/53070120/referencing-another-project-in-eclipse
0,question-summary-52012948,How to remove default const modified in Clion refactor tool?,/questions/52012948/how-to-remove-default-const-modified-in-clion-refactor-tool
0,question-summary-52011730,Eclips Java IDE EE not open,/questions/52011730/eclips-java-ide-ee-not-open
0,question-summary-50510216,"The ""free your functions"" approach: could IDEs provide hints? [closed]",/questions/50510216/the-free-your-functions-approach-could-ides-provide-hints
0,question-summary-50504823,How to remove red curvy lines in Python code in Sublime Text 3,/questions/50504823/how-to-remove-red-curvy-lines-in-python-code-in-sublime-text-3
0,question-summary-51637532,"When developing a new VSCODE extension, how to generate a Language Sever Protocol requirement and deal with the response?",/questions/51637532/when-developing-a-new-vscode-extension-how-to-generate-a-language-sever-protoco
0,question-summary-51613302,Processing IDE unable to read source code files,/questions/51613302/processing-ide-unable-to-read-source-code-files
0,question-summary-53694515,How do I setup scala IDE for apache-flink?,/questions/53694515/how-do-i-setup-scala-ide-for-apache-flink
0,question-summary-53690534,"How to create an applet in Java, in the latest version of Eclipse IDE? [closed]",/questions/53690534/how-to-create-an-applet-in-java-in-the-latest-version-of-eclipse-ide
0,question-summary-54768316,Debugger/Ide for intel 8080 assembly programming,/questions/54768316/debugger-ide-for-intel-8080-assembly-programming
0,question-summary-54750146,How to turn off javadoc on eclipse code completion,/questions/54750146/how-to-turn-off-javadoc-on-eclipse-code-completion
0,question-summary-54276556,Communicate with Language Server (Languager Server Protocoll),/questions/54276556/communicate-with-language-server-languager-server-protocoll
0,question-summary-54267921,Auto insert newline on interface methods in Netbeans 10?,/questions/54267921/auto-insert-newline-on-interface-methods-in-netbeans-10
0,question-summary-53336846,Executing compiler processes from the command line,/questions/53336846/executing-compiler-processes-from-the-command-line
0,question-summary-53334884,Data-driven dropdown menu Katalon Automation Recorder,/questions/53334884/data-driven-dropdown-menu-katalon-automation-recorder
0,question-summary-50951562,ruby-debug-ide 0.6.1 or 0.7.x.x beta installation issues on a Windows 10,/questions/50951562/ruby-debug-ide-0-6-1-or-0-7-x-x-beta-installation-issues-on-a-windows-10
0,question-summary-50944622,Arduino Industrial 101 does not get recognized,/questions/50944622/arduino-industrial-101-does-not-get-recognized
0,question-summary-52572529,IDE Expert ‘go to implementations’ on an interface (like ReSharpers ‘GotoImplementations’),/questions/52572529/ide-expert-go-to-implementations-on-an-interface-like-resharpers-gotoimpleme
0,question-summary-52569964,"I want to add "" "" to a very large file holding URL's",/questions/52569964/i-want-to-add-to-a-very-large-file-holding-urls
0,question-summary-53064037,Auto complete MVC View path,/questions/53064037/auto-complete-mvc-view-path
0,question-summary-53061203,Android Studio shows continuous error with plugins and androidAnnotations.jar,/questions/53061203/android-studio-shows-continuous-error-with-plugins-and-androidannotations-jar
0,question-summary-52009045,RStudio: Executing RMarkdown code in the console (and plotting),/questions/52009045/rstudio-executing-rmarkdown-code-in-the-console-and-plotting
0,question-summary-51988194,CodeLite isn't showing some of the created projects,/questions/51988194/codelite-isnt-showing-some-of-the-created-projects
0,question-summary-50502082,Android studio 3.1.2 : Can't Able to run and debug application,/questions/50502082/android-studio-3-1-2-cant-able-to-run-and-debug-application
0,question-summary-50497561,"How can I get sublime text 3 to auto adjust paths in my imported paths, for ES6",/questions/50497561/how-can-i-get-sublime-text-3-to-auto-adjust-paths-in-my-imported-paths-for-es6
0,question-summary-51600648,Haskell GHC mod error in Atom,/questions/51600648/haskell-ghc-mod-error-in-atom
0,question-summary-51598943,Showing errors of jsp files in IntelliJ IDEA,/questions/51598943/showing-errors-of-jsp-files-in-intellij-idea
0,question-summary-53686830,"Pycharm multiple int(input())'s returns ValueError, but works in other IDE's",/questions/53686830/pycharm-multiple-intinputs-returns-valueerror-but-works-in-other-ides
0,question-summary-53652866,"How to replace ""return optObj.isPresent() ? new Obj2(optObj) : null"" in a functional style?",/questions/53652866/how-to-replace-return-optobj-ispresent-new-obj2optobj-null-in-a-functi
0,question-summary-54743988,Installing Eric6 Python on Windows 10,/questions/54743988/installing-eric6-python-on-windows-10
0,question-summary-54735826,Why not execute script in IDE?,/questions/54735826/why-not-execute-script-in-ide
0,question-summary-54260799,What does it mean when folders/files are grey in Netbeans 10?,/questions/54260799/what-does-it-mean-when-folders-files-are-grey-in-netbeans-10
0,question-summary-54259842,How to ignore .phpt files in Netbeans 10? [duplicate],/questions/54259842/how-to-ignore-phpt-files-in-netbeans-10
0,question-summary-53328970,Debugging Java in Eclipse stops without a breakpoint,/questions/53328970/debugging-java-in-eclipse-stops-without-a-breakpoint
0,question-summary-53323754,Is it possible to use in IDEA -Dfoo.path=${env_var:FOO_ENV_KEY}?,/questions/53323754/is-it-possible-to-use-in-idea-dfoo-path-env-varfoo-env-key
0,question-summary-50938315,Can Visual Studio 2017 be installed and used on Windows 10 on ARM (i.e. Asus NovaGo)?,/questions/50938315/can-visual-studio-2017-be-installed-and-used-on-windows-10-on-arm-i-e-asus-nov
0,question-summary-50931608,PhpStorm won't start on Ubuntu 18.04,/questions/50931608/phpstorm-wont-start-on-ubuntu-18-04
0,question-summary-52556735,How to change Python extension locale in VSCode?,/questions/52556735/how-to-change-python-extension-locale-in-vscode
0,question-summary-52546884,How to build/run Golang and SPA frameworks such as ReactJs/VueJs on the same IDE?,/questions/52546884/how-to-build-run-golang-and-spa-frameworks-such-as-reactjs-vuejs-on-the-same-ide
0,question-summary-53052447,Make VS code stop adding and inserting characters,/questions/53052447/make-vs-code-stop-adding-and-inserting-characters
0,question-summary-53047233,How do i add userextension js file to Selenium IDE 3.4.4,/questions/53047233/how-do-i-add-userextension-js-file-to-selenium-ide-3-4-4
0,question-summary-51983684,PyCharm (Python 3.x) modify a class without re-running the script,/questions/51983684/pycharm-python-3-x-modify-a-class-without-re-running-the-script
0,question-summary-51982735,Writing gem5 configuration scripts with Pycharm,/questions/51982735/writing-gem5-configuration-scripts-with-pycharm
0,question-summary-50474844,which is best IDE to develop apps in react native?,/questions/50474844/which-is-best-ide-to-develop-apps-in-react-native
0,question-summary-50472757,What is this vertical line in vs code?,/questions/50472757/what-is-this-vertical-line-in-vs-code
0,question-summary-51595164,QtCreator: Issues not displayed in Issue panel any more,/questions/51595164/qtcreator-issues-not-displayed-in-issue-panel-any-more
0,question-summary-51588009,Vue.js - Configuring WebStorm to set @ in path files to the src folder,/questions/51588009/vue-js-configuring-webstorm-to-set-in-path-files-to-the-src-folder
0,question-summary-53645332,Unable to find the Version Control option in the quick toggle of IntelliJ IDEA Community Edition 2018.2,/questions/53645332/unable-to-find-the-version-control-option-in-the-quick-toggle-of-intellij-idea-c
0,question-summary-53637886,Coding on insufficient hardware,/questions/53637886/coding-on-insufficient-hardware
0,question-summary-54730875,WebStorm execute TSLint on shortcut,/questions/54730875/webstorm-execute-tslint-on-shortcut
0,question-summary-54725338,How to see Hibernate into files categories on Netbeans IDE,/questions/54725338/how-to-see-hibernate-into-files-categories-on-netbeans-ide
0,question-summary-54259163,"PhpStorm ""Find In Path"" defaulting to cryptic string",/questions/54259163/phpstorm-find-in-path-defaulting-to-cryptic-string
0,question-summary-54258375,"How to enable ""show method chain hint"" in IntelliJ?",/questions/54258375/how-to-enable-show-method-chain-hint-in-intellij
0,question-summary-53297527,"Double ""<"" when creating php tag in Sublime Text 3",/questions/53297527/double-when-creating-php-tag-in-sublime-text-3
0,question-summary-53292816,Formatting HTML with Nunjucks extension installed,/questions/53292816/formatting-html-with-nunjucks-extension-installed
0,question-summary-50923700,CLion code navigation with C++ doesn't work,/questions/50923700/clion-code-navigation-with-c-doesnt-work
0,question-summary-50918434,How to search from the start of a file in recent versions of Visual Studio,/questions/50918434/how-to-search-from-the-start-of-a-file-in-recent-versions-of-visual-studio
0,question-summary-52545505,How to synchronize code files on windows with WSL/linux?,/questions/52545505/how-to-synchronize-code-files-on-windows-with-wsl-linux
0,question-summary-52503909,How to convert to a full browser-based web development environment?,/questions/52503909/how-to-convert-to-a-full-browser-based-web-development-environment
0,question-summary-53041864,Unity 3D game for coder,/questions/53041864/unity-3d-game-for-coder
0,question-summary-53032906,"PhpStorm - Folding automatically all method bodies, excluding active method",/questions/53032906/phpstorm-folding-automatically-all-method-bodies-excluding-active-method
0,question-summary-51977941,Do IDEs and compilers have different spacing for /t spacing? (JAVA on IntelliJ),/questions/51977941/do-ides-and-compilers-have-different-spacing-for-t-spacing-java-on-intellij
0,question-summary-51968988,Best IDE for Javascrjpt dev on Mac OS X,/questions/51968988/best-ide-for-javascrjpt-dev-on-mac-os-x
0,question-summary-50463982,Where do you locate your IDE or workspace?,/questions/50463982/where-do-you-locate-your-ide-or-workspace
0,question-summary-50460477,How to close unmodified tabs when opening a new one?,/questions/50460477/how-to-close-unmodified-tabs-when-opening-a-new-one
0,question-summary-51566558,Missing/hidden tools windows in Android Studio,/questions/51566558/missing-hidden-tools-windows-in-android-studio
0,question-summary-51562869,Why private members are actually inherited by subclass,/questions/51562869/why-private-members-are-actually-inherited-by-subclass
0,question-summary-53622545,How to pass properties of one object to other class?,/questions/53622545/how-to-pass-properties-of-one-object-to-other-class
0,question-summary-53620915,Use Windows IDE to work with remote project on Linux,/questions/53620915/use-windows-ide-to-work-with-remote-project-on-linux
0,question-summary-54703148,Does mobiles Phone have any compiler?,/questions/54703148/does-mobiles-phone-have-any-compiler
0,question-summary-54701285,"Code::Blocks with default install is not pausing with ""press any key to continue"" at end of program",/questions/54701285/codeblocks-with-default-install-is-not-pausing-with-press-any-key-to-continue
0,question-summary-54255361,List all errors in an IntelliJ module,/questions/54255361/list-all-errors-in-an-intellij-module
0,question-summary-54219840,How to export by IntelliJ the run configuration e.g. maven configuration,/questions/54219840/how-to-export-by-intellij-the-run-configuration-e-g-maven-configuration
0,question-summary-53292611,open a file in docker container with vscode,/questions/53292611/open-a-file-in-docker-container-with-vscode
0,question-summary-53292511,Suggestions for Cassandra IDE with good documentation to work in a windows OS,/questions/53292511/suggestions-for-cassandra-ide-with-good-documentation-to-work-in-a-windows-os
0,question-summary-50905989,YAML $ref is not control-clickable (hyperlink) in IntelliJ IDEA,/questions/50905989/yaml-ref-is-not-control-clickable-hyperlink-in-intellij-idea
0,question-summary-50879713,Nuclide vs Atom-IDE,/questions/50879713/nuclide-vs-atom-ide
0,question-summary-52494635,Xcode : How to use cmd + x to either cut a line or cut the selected text,/questions/52494635/xcode-how-to-use-cmd-x-to-either-cut-a-line-or-cut-the-selected-text
0,question-summary-52447344,cpp.sh open example file,/questions/52447344/cpp-sh-open-example-file
0,question-summary-53031480,Compare an array value to an int value within an if statement,/questions/53031480/compare-an-array-value-to-an-int-value-within-an-if-statement
0,question-summary-53019127,Free Pascal IDE (FP) behaviour is strange in Windows 10,/questions/53019127/free-pascal-ide-fp-behaviour-is-strange-in-windows-10
0,question-summary-51959284,How to compile a .sln file that contains errors?,/questions/51959284/how-to-compile-a-sln-file-that-contains-errors
0,question-summary-51945184,How to show recent projects at right click for PyCharm?,/questions/51945184/how-to-show-recent-projects-at-right-click-for-pycharm
0,question-summary-50454187,Why does strawberry prolog ignore whitespaces,/questions/50454187/why-does-strawberry-prolog-ignore-whitespaces
0,question-summary-50428272,Android Studio is not selecting text properly,/questions/50428272/android-studio-is-not-selecting-text-properly
0,question-summary-51533824,Inherit Viewcontroller in Swift when creating new files,/questions/51533824/inherit-viewcontroller-in-swift-when-creating-new-files
0,question-summary-51523449,Error while installing sap netweaver_as_abap_750_sp02_ase_dev_edition. in linux mint 64 bit,/questions/51523449/error-while-installing-sap-netweaver-as-abap-750-sp02-ase-dev-edition-in-linux
0,question-summary-53616843,"Visual studio Code error, setting the 'outFiles' might heIp",/questions/53616843/visual-studio-code-error-setting-the-outfiles-might-heip
0,question-summary-53614891,pip version in Pycharm2018,/questions/53614891/pip-version-in-pycharm2018
0,question-summary-54698297,Intellij IDEA ide is not deploying war file to JBOSS 7,/questions/54698297/intellij-idea-ide-is-not-deploying-war-file-to-jboss-7
0,question-summary-54687432,Scala Compiler Cannot Apply Installation for Project Settings,/questions/54687432/scala-compiler-cannot-apply-installation-for-project-settings
0,question-summary-54209062,"How do I check installed JARs, external libraries, etc. on three different Java IDEs?",/questions/54209062/how-do-i-check-installed-jars-external-libraries-etc-on-three-different-java
0,question-summary-54171357,Shift+F1 does not open offline documentation in XML Design Tab in Android Studio but works elsewhere,/questions/54171357/shiftf1-does-not-open-offline-documentation-in-xml-design-tab-in-android-studio
0,question-summary-53287778,IntelliJ structural search find derived classes if base class matches criteria,/questions/53287778/intellij-structural-search-find-derived-classes-if-base-class-matches-criteria
0,question-summary-53282356,Android Studio 3.2.1 freezes all the time,/questions/53282356/android-studio-3-2-1-freezes-all-the-time
0,question-summary-50866279,"Default value for ""Insert space after keywords in control flow statements"" setting?",/questions/50866279/default-value-for-insert-space-after-keywords-in-control-flow-statements-setti
0,question-summary-50864753,Rubymine (Ruby): Why can't I run rspec from within the IDE?,/questions/50864753/rubymine-ruby-why-cant-i-run-rspec-from-within-the-ide
0,question-summary-52439803,"Missing intellisense, autocompletion in for loop",/questions/52439803/missing-intellisense-autocompletion-in-for-loop
0,question-summary-52435665,Debugger doesn't show new variable in stack frame,/questions/52435665/debugger-doesnt-show-new-variable-in-stack-frame
0,question-summary-53012122,How can I add or remove elements to/from a WebStorm UML diagram,/questions/53012122/how-can-i-add-or-remove-elements-to-from-a-webstorm-uml-diagram
0,question-summary-53002071,Something strange happens during debugging in CLion while running is OK,/questions/53002071/something-strange-happens-during-debugging-in-clion-while-running-is-ok
0,question-summary-51943553,Python not recognizing global variables,/questions/51943553/python-not-recognizing-global-variables
0,question-summary-51940903,How do I turn the firebase database caching off?,/questions/51940903/how-do-i-turn-the-firebase-database-caching-off
0,question-summary-50427477,Visual Studio: inability to overwrite current file,/questions/50427477/visual-studio-inability-to-overwrite-current-file
0,question-summary-50414169,How do I select mutliple lines using only the keyboard in a JetBrains IDE?,/questions/50414169/how-do-i-select-mutliple-lines-using-only-the-keyboard-in-a-jetbrains-ide
0,question-summary-51504873,Why does my debug console debug old files that are closed and not the current file?,/questions/51504873/why-does-my-debug-console-debug-old-files-that-are-closed-and-not-the-current-fi
0,question-summary-51499457,How can I prevent IntelliJ IDEA from reassigning file type associations at startup?,/questions/51499457/how-can-i-prevent-intellij-idea-from-reassigning-file-type-associations-at-start
0,question-summary-53609983,Make class known to Pycharm,/questions/53609983/make-class-known-to-pycharm
0,question-summary-53594307,How to ask for user input in R in an online IDE?,/questions/53594307/how-to-ask-for-user-input-in-r-in-an-online-ide
0,question-summary-54686394,error: selected text cannot be mapped to a symbol name & call hierarchy is not working - eclipse,/questions/54686394/error-selected-text-cannot-be-mapped-to-a-symbol-name-call-hierarchy-is-not-w
0,question-summary-54656641,"Spring Initializr pane is blank in IntellJ, for both New Project and New Module",/questions/54656641/spring-initializr-pane-is-blank-in-intellj-for-both-new-project-and-new-module
0,question-summary-54166303,CLion for PHP Extension development?,/questions/54166303/clion-for-php-extension-development
0,question-summary-54138215,IntelliJ showing false positive errors,/questions/54138215/intellij-showing-false-positive-errors
0,question-summary-53263032,Sublime text 3 Variable Explorer,/questions/53263032/sublime-text-3-variable-explorer
0,question-summary-53248773,"Visual Studio column selection - Select by word, not square",/questions/53248773/visual-studio-column-selection-select-by-word-not-square
0,question-summary-50854853,Is Eclipse Che 6.5.x (docker) capable to autocomplete php language?,/questions/50854853/is-eclipse-che-6-5-x-docker-capable-to-autocomplete-php-language
0,question-summary-50833847,"Eclipse IDE error,cmd shows ""“Java.lang.classnotfoundexception:version”""",/questions/50833847/eclipse-ide-error-cmd-shows-java-lang-classnotfoundexceptionversion
0,question-summary-52421386,"Write a TypeORM @Transaction method, when use this method the IDE report error as ""Invalid number of arguments, expect 2""",/questions/52421386/write-a-typeorm-transaction-method-when-use-this-method-the-ide-report-error-a
0,question-summary-52418667,Android studio constantly complains about missing dependencies (highlights red). Unit tests also fail,/questions/52418667/android-studio-constantly-complains-about-missing-dependencies-highlights-red
0,question-summary-52998035,How to use git repository for IntelliJ Code Style,/questions/52998035/how-to-use-git-repository-for-intellij-code-style
0,question-summary-52997397,How to add .conf files to Pycharm,/questions/52997397/how-to-add-conf-files-to-pycharm
0,question-summary-51936918,Setting up Visual Studio 2017 for a C learning project,/questions/51936918/setting-up-visual-studio-2017-for-a-c-learning-project
0,question-summary-51934113,How to make the IDEA to recognize Spock's with() method?,/questions/51934113/how-to-make-the-idea-to-recognize-spocks-with-method
0,question-summary-50395110,AppCode Indent After Comment,/questions/50395110/appcode-indent-after-comment
0,question-summary-50372081,Disable comments auto-formatting in Netbeans PHP?,/questions/50372081/disable-comments-auto-formatting-in-netbeans-php
0,question-summary-51497808,Glide 4.7.1 listener not working for onResourceReady method and Exception listener,/questions/51497808/glide-4-7-1-listener-not-working-for-onresourceready-method-and-exception-listen
0,question-summary-51497505,PhpStorm 'Find Usages' Support for SPL PSR-0 class autoloading,/questions/51497505/phpstorm-find-usages-support-for-spl-psr-0-class-autoloading
0,question-summary-53593607,How to enable fully pyzmq auto suggestion in Pycharm IDE?,/questions/53593607/how-to-enable-fully-pyzmq-auto-suggestion-in-pycharm-ide
0,question-summary-53593536,STM32F4 Timing Problem with systick after switching IDE (coocox to TrueStudio),/questions/53593536/stm32f4-timing-problem-with-systick-after-switching-ide-coocox-to-truestudio
0,question-summary-54651023,How to really work in team on React Native project?,/questions/54651023/how-to-really-work-in-team-on-react-native-project
0,question-summary-54645265,Intellij on Linux: Menu: jdk > javap option,/questions/54645265/intellij-on-linux-menu-jdk-javap-option
0,question-summary-54120105,Netbeans 10 doesn't run html pages in the browsers,/questions/54120105/netbeans-10-doesnt-run-html-pages-in-the-browsers
0,question-summary-54091662,IntelliJ IDEA export settings from the cloud,/questions/54091662/intellij-idea-export-settings-from-the-cloud
0,question-summary-53216305,InteliJ: Spring Boot and Angular Live Reload,/questions/53216305/intelij-spring-boot-and-angular-live-reload
0,question-summary-53205096,What's the purpose of this arrow icon in the left margin / breakpoint bar in Visual Studio? [duplicate],/questions/53205096/whats-the-purpose-of-this-arrow-icon-in-the-left-margin-breakpoint-bar-in-vis
0,question-summary-50830762,Eclipse java class insert new line after method annotation,/questions/50830762/eclipse-java-class-insert-new-line-after-method-annotation
0,question-summary-50826801,"""The debugger backend could not be started."" Eric 6 IDE Python 3.x",/questions/50826801/the-debugger-backend-could-not-be-started-eric-6-ide-python-3-x
0,question-summary-52340744,How to detect classes used only by deprecated methods or classes recursively?,/questions/52340744/how-to-detect-classes-used-only-by-deprecated-methods-or-classes-recursively
0,question-summary-52329979,How to develop for Arduino in VS2017? [closed],/questions/52329979/how-to-develop-for-arduino-in-vs2017
0,question-summary-52994814,VB6 IDE crashes after application terminates,/questions/52994814/vb6-ide-crashes-after-application-terminates
0,question-summary-52986801,IDEA - unmute one breakpoint,/questions/52986801/idea-unmute-one-breakpoint
0,question-summary-51922675,"Eclipse PHP: Multi-Line String, Not Auto-Indenting on Return",/questions/51922675/eclipse-php-multi-line-string-not-auto-indenting-on-return
0,question-summary-51918037,Debug/Run from Visual Studio 2017 very slow after one build,/questions/51918037/debug-run-from-visual-studio-2017-very-slow-after-one-build
0,question-summary-50366328,Error in Veins tutorial simulation,/questions/50366328/error-in-veins-tutorial-simulation
0,question-summary-50343115,How to reopen/show Time Tracking panel in JetBrains IDE?,/questions/50343115/how-to-reopen-show-time-tracking-panel-in-jetbrains-ide
0,question-summary-51491363,How to create a directory folder in Android Studio?,/questions/51491363/how-to-create-a-directory-folder-in-android-studio
0,question-summary-51446886,Android Studio renders file content with unreadable characters,/questions/51446886/android-studio-renders-file-content-with-unreadable-characters
0,question-summary-53592343,How do I use PyCharm and WebStorm in the same project simultaneously?,/questions/53592343/how-do-i-use-pycharm-and-webstorm-in-the-same-project-simultaneously
0,question-summary-53573441,LUA IDE that supports 'jump to definition' cross file,/questions/53573441/lua-ide-that-supports-jump-to-definition-cross-file
0,question-summary-54628142,IDE warning about mutable default argument and useless auto fix?,/questions/54628142/ide-warning-about-mutable-default-argument-and-useless-auto-fix
0,question-summary-54625180,Visual Studio Jump to yellow arrow (debug pointer),/questions/54625180/visual-studio-jump-to-yellow-arrow-debug-pointer
0,question-summary-54084091,Unreadable code in Android Studio projects,/questions/54084091/unreadable-code-in-android-studio-projects
0,question-summary-54069725,How to fix this weird defect of context menu in Visual Studio 2017?,/questions/54069725/how-to-fix-this-weird-defect-of-context-menu-in-visual-studio-2017
0,question-summary-53201090,KeyError: 'DISPLAY' when installing pyautogui on Repl.it,/questions/53201090/keyerror-display-when-installing-pyautogui-on-repl-it
0,question-summary-53200166,"Visual Studio 2017 ""Script Editor"" rejects files with extensions other than '.vbs'",/questions/53200166/visual-studio-2017-script-editor-rejects-files-with-extensions-other-than-vb
0,question-summary-50791030,HTML headers and footers: edit multiple files from one place,/questions/50791030/html-headers-and-footers-edit-multiple-files-from-one-place
0,question-summary-50778566,Very slow View and column name lagged behind after new update 1.1.453,/questions/50778566/very-slow-view-and-column-name-lagged-behind-after-new-update-1-1-453
0,question-summary-52319470,"VS IDE setting, for more code real estate",/questions/52319470/vs-ide-setting-for-more-code-real-estate
0,question-summary-52317083,In VSCode how do you select a whole word with - in it?,/questions/52317083/in-vscode-how-do-you-select-a-whole-word-with-in-it
